Group,Table,Name,Description,Units,Module,Scenario,File,InputDir,DisplayUnits,DisplayUnitsFile,DBTable
2010,Household,AveGPM,Average gasoline equivalent gallons per mile of household vehicle travel,GGE/MI,CalculateVehicleOperatingCost,test,"","",,None,Household_test_2010.csv
2010,Household,AveKWHPM,Average kilowatt-hours per mile of household vehicle travel,GGE/MI,CalculateVehicleOperatingCost,test,"","",,None,Household_test_2010.csv
2010,Household,AveCO2ePM,Average grams of carbon-dioxide equivalents produced per mile of household vehicle travel,KG/MI,CalculateVehicleOperatingCost,test,"","",,None,Household_test_2010.csv
2010,Household,DailyGGE,Gasoline equivalent gallons consumed per day by household vehicle travel,GGE/DAY,BudgetHouseholdDvmt,test,"","",,None,Household_test_2010.csv
2010,Household,DailyKWH,Kilowatt-hours consumed per day by household vehicle travel,GGE/DAY,BudgetHouseholdDvmt,test,"","",,None,Household_test_2010.csv
2010,Household,DailyCO2e,Grams of carbon-dioxide equivalents produced per day by household vehicle travel,KG/DAY,BudgetHouseholdDvmt,test,"","",,None,Household_test_2010.csv
2010,Household,Global,Global group indicator,"","",test,"","","","",Household_test_2010.csv
2010,Household,Year,Year group indicator,"","",test,"","","","",Household_test_2010.csv
2010,Household,Scenario,Scenario group indicator,"","",test,"","","","",Household_test_2010.csv
2010,Worker,HhId,Unique household ID,ID,LocateEmployment,test,"","",,None,Worker_test_2010.csv
2010,Worker,WkrId,Unique worker ID,ID,LocateEmployment,test,"","",,None,Worker_test_2010.csv
2010,Worker,Bzone,Bzone ID of worker job location,ID,LocateEmployment,test,"","",,None,Worker_test_2010.csv
2010,Worker,Azone,Azone ID of worker job location,ID,LocateEmployment,test,"","",,None,Worker_test_2010.csv
2010,Worker,Marea,Marea ID of worker job location,ID,LocateEmployment,test,"","",,None,Worker_test_2010.csv
2010,Worker,DistanceToWork,Distance from home to work assuming location at Bzone centroid and 'Manhattan' distance,MI,LocateEmployment,test,"","",,None,Worker_test_2010.csv
2010,Worker,PaysForParking,"Does worker pay for parking: 1 = yes, 0 = no",binary,AssignParkingRestrictions,test,"","",,None,Worker_test_2010.csv
2010,Worker,IsCashOut,"Is worker paid parking in cash-out-buy-back program: 1 = yes, 0 = no",binary,AssignParkingRestrictions,test,"","",,None,Worker_test_2010.csv
2010,Worker,ParkingCost,Daily cost for long-term parking (e.g. paid on monthly basis),USD,AssignParkingRestrictions,test,"","",,None,Worker_test_2010.csv
2010,Worker,IsECO,"Identifies whether worker is a participant in travel demand management employee commute options program: 1 = yes, 0 = no",binary,AssignDemandManagement,test,"","",,None,Worker_test_2010.csv
2010,Worker,Global,Global group indicator,"","",test,"","","","",Worker_test_2010.csv
2010,Worker,Year,Year group indicator,"","",test,"","","","",Worker_test_2010.csv
2010,Worker,Scenario,Scenario group indicator,"","",test,"","","","",Worker_test_2010.csv
2010,Vehicle,HhId,Unique household ID,ID,CreateVehicleTable,test,"","",,None,Vehicle_test_2010.csv
2010,Vehicle,VehId,Unique vehicle ID,ID,CreateVehicleTable,test,"","",,None,Vehicle_test_2010.csv
2010,Vehicle,Azone,Azone ID,ID,CreateVehicleTable,test,"","",,None,Vehicle_test_2010.csv
2010,Vehicle,Marea,Marea ID,ID,CreateVehicleTable,test,"","",,None,Vehicle_test_2010.csv
2010,Vehicle,VehicleAccess,"Identifier whether vehicle is owned by household (Own), if vehicle is low level car service (LowCarSvc), or if vehicle is high level car service (HighCarSvc)",category,CreateVehicleTable,test,"","",,None,Vehicle_test_2010.csv
2010,Vehicle,Type,"Vehicle body type: Auto = automobile, LtTrk = light trucks (i.e. pickup, SUV, Van)",category,CreateVehicleTable,test,"","",,None,Vehicle_test_2010.csv
2010,Vehicle,Age,Vehicle age in years,DAY,AssignVehicleAge,test,"","",,None,Vehicle_test_2010.csv
2010,Vehicle,OwnCost,"Annual cost of vehicle ownership including depreciation, financing, insurance, taxes, and residential parking in dollars",USD,CalculateVehicleOwnCost,test,"","",,None,Vehicle_test_2010.csv
2010,Vehicle,OwnCostPerMile,Annual cost of vehicle ownership per mile of vehicle travel (dollars per mile),USD,CalculateVehicleOwnCost,test,"","",,None,Vehicle_test_2010.csv
2010,Vehicle,InsCost,Annual vehicle insurance cost in dollars,USD,CalculateVehicleOwnCost,test,"","",,None,Vehicle_test_2010.csv
2010,Vehicle,SwitchToCarSvc,Identifies whether a vehicle was switched from owned to car service,binary,AdjustVehicleOwnership,test,"","",,None,Vehicle_test_2010.csv
2010,Vehicle,Powertrain,"Vehicle powertrain type: ICEV = internal combustion engine vehicle, HEV = hybrid electric vehicle, PHEV = plug-in hybrid electric vehicle, BEV = battery electric vehicle, NA = not applicable because is a car service vehicle",category,AssignHhVehiclePowertrain,test,"","",,None,Vehicle_test_2010.csv
2010,Vehicle,BatRng,Miles of travel possible on fully charged battery,MI,AssignHhVehiclePowertrain,test,"","",,None,Vehicle_test_2010.csv
2010,Vehicle,MPG,Average miles of vehicle travel powered by fuel per gasoline equivalent gallon,MI/GGE,AssignHhVehiclePowertrain,test,"","",,None,Vehicle_test_2010.csv
2010,Vehicle,GPM,Average gasoline equivalent gallons per mile of vehicle travel powered by fuel,GGE/MI,AssignHhVehiclePowertrain,test,"","",,None,Vehicle_test_2010.csv
2010,Vehicle,MPKWH,Average miles of vehicle travel powered by electricity per kilowatt-hour,MI/GGE,AssignHhVehiclePowertrain,test,"","",,None,Vehicle_test_2010.csv
2010,Vehicle,KWHPM,Average kilowatt-hours per mile of vehicle travel powered by electricity,GGE/MI,AssignHhVehiclePowertrain,test,"","",,None,Vehicle_test_2010.csv
2010,Vehicle,MPGe,Average miles of vehicle travel per gasoline equivalent gallon (fuel and electric powered),MI/GGE,AssignHhVehiclePowertrain,test,"","",,None,Vehicle_test_2010.csv
2010,Vehicle,ElecDvmtProp,Proportion of DVMT powered by electricity,proportion,AssignHhVehiclePowertrain,test,"","",,None,Vehicle_test_2010.csv
2010,Vehicle,FuelCO2ePM,Average grams of carbon-dioxide equivalents produced per mile of travel powered by fuel,KG/MI,AssignHhVehiclePowertrain,test,"","",,None,Vehicle_test_2010.csv
2010,Vehicle,ElecCO2ePM,Average grams of carbon-dioxide equivalents produced per mile of travel powered by electricity,KG/MI,AssignHhVehiclePowertrain,test,"","",,None,Vehicle_test_2010.csv
2010,Vehicle,DvmtProp,Proportion of household DVMT allocated to vehicle,proportion,CalculateVehicleOperatingCost,test,"","",,None,Vehicle_test_2010.csv
2010,Vehicle,Global,Global group indicator,"","",test,"","","","",Vehicle_test_2010.csv
2010,Vehicle,Year,Year group indicator,"","",test,"","","","",Vehicle_test_2010.csv
2010,Vehicle,Scenario,Scenario group indicator,"","",test,"","","","",Vehicle_test_2010.csv
2038,Bzone,Bzone,,"",visioneval,test,geo.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/defs,,None,Bzone_test_2038.csv
2038,Bzone,Azone,,"",visioneval,test,geo.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/defs,,None,Bzone_test_2038.csv
2038,Bzone,Marea,,"",visioneval,test,geo.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/defs,,None,Bzone_test_2038.csv
2038,Bzone,SFDU,Number of single family dwelling units (PUMS codes 01 - 03) in zone,DU,PredictHousing,test,bzone_dwelling_units.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Bzone_test_2038.csv
2038,Bzone,MFDU,Number of multi-family dwelling units (PUMS codes 04 - 09) in zone,DU,PredictHousing,test,bzone_dwelling_units.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Bzone_test_2038.csv
2038,Bzone,GQDU,Number of qroup quarters population accommodations in zone,DU,PredictHousing,test,bzone_dwelling_units.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Bzone_test_2038.csv
2038,Bzone,HhPropIncQ1,Proportion of Bzone households (non-group quarters) in 1st quartile of Azone household income,NA,PredictHousing,test,bzone_hh_inc_qrtl_prop.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Bzone_test_2038.csv
2038,Bzone,HhPropIncQ2,Proportion of Bzone households (non-group quarters) in 2nd quartile of Azone household income,NA,PredictHousing,test,bzone_hh_inc_qrtl_prop.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Bzone_test_2038.csv
2038,Bzone,HhPropIncQ3,Proportion of Bzone households (non-group quarters) in 3rd quartile of Azone household income,NA,PredictHousing,test,bzone_hh_inc_qrtl_prop.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Bzone_test_2038.csv
2038,Bzone,HhPropIncQ4,Proportion of Bzone households (non-group quarters) in 4th quartile of Azone household income,NA,PredictHousing,test,bzone_hh_inc_qrtl_prop.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Bzone_test_2038.csv
2038,Bzone,TotEmp,Total number of jobs in zone,PRSN,LocateEmployment,test,bzone_employment.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Bzone_test_2038.csv
2038,Bzone,RetEmp,Number of jobs in retail sector in zone,PRSN,LocateEmployment,test,bzone_employment.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Bzone_test_2038.csv
2038,Bzone,SvcEmp,Number of jobs in service sector in zone,PRSN,LocateEmployment,test,bzone_employment.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Bzone_test_2038.csv
2038,Bzone,Latitude,Latitude in decimal degrees of the centroid of the zone,NA,LocateEmployment,test,bzone_lat_lon.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Bzone_test_2038.csv
2038,Bzone,Longitude,Longitude in decimal degrees of the centroid of the zone,NA,LocateEmployment,test,bzone_lat_lon.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Bzone_test_2038.csv
2038,Bzone,PropUrbanSFDU,Proportion of single family dwelling units located within the urban portion of the zone,NA,AssignLocTypes,test,bzone_urban-town_du_proportions.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Bzone_test_2038.csv
2038,Bzone,PropUrbanMFDU,Proportion of multi-family dwelling units located within the urban portion of the zone,NA,AssignLocTypes,test,bzone_urban-town_du_proportions.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Bzone_test_2038.csv
2038,Bzone,PropUrbanGQDU,Proportion of group quarters accommodations located within the urban portion of the zone,NA,AssignLocTypes,test,bzone_urban-town_du_proportions.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Bzone_test_2038.csv
2038,Bzone,PropTownSFDU,Proportion of single family dwelling units located within the town portion of the zone,NA,AssignLocTypes,test,bzone_urban-town_du_proportions.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Bzone_test_2038.csv
2038,Bzone,PropTownMFDU,Proportion of multi-family dwelling units located within the town portion of the zone,NA,AssignLocTypes,test,bzone_urban-town_du_proportions.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Bzone_test_2038.csv
2038,Bzone,PropTownGQDU,Proportion of group quarters accommodations located within the town portion of the zone,NA,AssignLocTypes,test,bzone_urban-town_du_proportions.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Bzone_test_2038.csv
2038,Bzone,UrbanArea,Area that is Urban and unprotected (i.e. developable) within the zone,SQMI,Calculate4DMeasures,test,bzone_unprotected_area.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Bzone_test_2038.csv
2038,Bzone,TownArea,Area that is Town and unprotected (i.e. developable) within the zone,SQMI,Calculate4DMeasures,test,bzone_unprotected_area.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Bzone_test_2038.csv
2038,Bzone,RuralArea,Area that is Rural and unprotected (i.e. developable) within the zone,SQMI,Calculate4DMeasures,test,bzone_unprotected_area.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Bzone_test_2038.csv
2038,Bzone,D3bpo4,Intersection density in terms of pedestrian-oriented intersections having four or more legs per square mile (Ref: EPA 2010 Smart Location Database),pedestrian-oriented intersections per square mile,Calculate4DMeasures,test,bzone_network_design.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Bzone_test_2038.csv
2038,Bzone,MixUseProp,Target for proportion of households located in mixed-use neighborhoods in zone (or NA if no target),proportion,CalculateUrbanMixMeasure,test,bzone_urban-mixed-use_prop.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Bzone_test_2038.csv
2038,Bzone,PkgSpacesPerSFDU,Average number of free parking spaces available to residents of single-family dwelling units,parking spaces,AssignParkingRestrictions,test,bzone_parking.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Bzone_test_2038.csv
2038,Bzone,PkgSpacesPerMFDU,Average number of free parking spaces available to residents of multifamily dwelling units,parking spaces,AssignParkingRestrictions,test,bzone_parking.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Bzone_test_2038.csv
2038,Bzone,PkgSpacesPerGQ,Average number of free parking spaces available to group quarters residents,parking spaces,AssignParkingRestrictions,test,bzone_parking.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Bzone_test_2038.csv
2038,Bzone,PropWkrPay,Proportion of workers who pay for parking,proportion,AssignParkingRestrictions,test,bzone_parking.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Bzone_test_2038.csv
2038,Bzone,PropCashOut,Proportions of workers paying for parking in a cash-out-buy-back program,proportion,AssignParkingRestrictions,test,bzone_parking.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Bzone_test_2038.csv
2038,Bzone,PropNonWrkTripPay,Proportion of non-work trips who pay for parking,proportion,AssignParkingRestrictions,test,bzone_parking.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Bzone_test_2038.csv
2038,Bzone,PkgCost,Average daily cost for long-term parking (e.g. paid on monthly basis),USD,AssignParkingRestrictions,test,bzone_parking.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Bzone_test_2038.csv
2038,Bzone,EcoProp,Proportion of workers working in Bzone who participate in strong employee commute options program,proportion,AssignDemandManagement,test,bzone_travel_demand_mgt.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Bzone_test_2038.csv
2038,Bzone,ImpProp,Proportion of households residing in Bzone who participate in strong individualized marketing program,proportion,AssignDemandManagement,test,bzone_travel_demand_mgt.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Bzone_test_2038.csv
2038,Bzone,CarSvcLevel,Level of car service availability. High means access is competitive with household owned car. Low is not competitive.,category,AssignCarSvcAvailability,test,bzone_carsvc_availability.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Bzone_test_2038.csv
2038,Bzone,D4c,Aggregate frequency of transit service within 0.25 miles of block group boundary per hour during evening peak period (Ref: EPA 2010 Smart Location Database),aggregate peak period transit service,AssignTransitService,test,bzone_transit_service.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Bzone_test_2038.csv
2038,Bzone,SF,Number of households living in single family dwelling units in zone,DU,PredictHousing,test,"","",,None,Bzone_test_2038.csv
2038,Bzone,MF,Number of households living in multi-family dwelling units in zone,DU,PredictHousing,test,"","",,None,Bzone_test_2038.csv
2038,Bzone,GQ,Number of persons living in group quarters in zone,DU,PredictHousing,test,"","",,None,Bzone_test_2038.csv
2038,Bzone,Pop,Population residing in zone,PRSN,PredictHousing,test,"","",,None,Bzone_test_2038.csv
2038,Bzone,NumHh,Number of households (non-group and group quarters) residing in zone,HH,PredictHousing,test,"","",,None,Bzone_test_2038.csv
2038,Bzone,NumWkr,Number of workers residing in zone,PRSN,PredictHousing,test,"","",,None,Bzone_test_2038.csv
2038,Bzone,UrbanPop,Urbanized area population in the Bzone,PRSN,AssignLocTypes,test,"","",,None,Bzone_test_2038.csv
2038,Bzone,TownPop,Town (i.e. urban but non-urbanized area) population in the Bzone,PRSN,AssignLocTypes,test,"","",,None,Bzone_test_2038.csv
2038,Bzone,RuralPop,Rural (i.e. not urbanized and not town) population in the Bzone,PRSN,AssignLocTypes,test,"","",,None,Bzone_test_2038.csv
2038,Bzone,D1B,Gross population density (people/acre) on unprotected (i.e. developable) land in zone (Ref: EPA 2010 Smart Location Database),PRSN/SQMI,Calculate4DMeasures,test,"","",,None,Bzone_test_2038.csv
2038,Bzone,D1C,Gross employment density (jobs/acre) on unprotected land (i.e. developable) land in zone (Ref: EPA 2010 Smart Location Database),JOB/SQMI,Calculate4DMeasures,test,"","",,None,Bzone_test_2038.csv
2038,Bzone,D1D,Gross activity density (employment + households) on unprotected land in zone (Ref: EPA 2010 Smart Location Database),HHJOB/SQMI,Calculate4DMeasures,test,"","",,None,Bzone_test_2038.csv
2038,Bzone,D2A_JPHH,Ratio of jobs to households in zone (Ref: EPA 2010 Smart Location Database),JOB/HH,Calculate4DMeasures,test,"","",,None,Bzone_test_2038.csv
2038,Bzone,D2A_WRKEMP,Ratio of workers to jobs in zone (Ref: EPA 2010 Smart Location Database),PRSN/JOB,Calculate4DMeasures,test,"","",,None,Bzone_test_2038.csv
2038,Bzone,D2A_EPHHM,"Employment and household entropy measure for zone considering numbers of households, retail jobs, service jobs, and other jobs (Ref: EPA 2010 Smart Location Database)",employment & household entropy,Calculate4DMeasures,test,"","",,None,Bzone_test_2038.csv
2038,Bzone,D5,Destination accessibility of zone calculated as harmonic mean of jobs within 2 miles and population within 5 miles,NA,Calculate4DMeasures,test,"","",,None,Bzone_test_2038.csv
2038,Bzone,Global,Global group indicator,"","",test,"","","","",Bzone_test_2038.csv
2038,Bzone,Year,Year group indicator,"","",test,"","","","",Bzone_test_2038.csv
2038,Bzone,Scenario,Scenario group indicator,"","",test,"","","","",Bzone_test_2038.csv
2038,Azone,Azone,,"",visioneval,test,geo.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/defs,,None,Azone_test_2038.csv
2038,Azone,Marea,,"",visioneval,test,geo.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/defs,,None,Azone_test_2038.csv
2038,Azone,Age0to14,Household (non-group quarters) population in 0 to 14 year old age group,PRSN,CreateHouseholds,test,azone_hh_pop_by_age.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Azone_test_2038.csv
2038,Azone,Age15to19,Household (non-group quarters) population in 15 to 19 year old age group,PRSN,CreateHouseholds,test,azone_hh_pop_by_age.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Azone_test_2038.csv
2038,Azone,Age20to29,Household (non-group quarters) population in 20 to 29 year old age group,PRSN,CreateHouseholds,test,azone_hh_pop_by_age.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Azone_test_2038.csv
2038,Azone,Age30to54,Household (non-group quarters) population in 30 to 54 year old age group,PRSN,CreateHouseholds,test,azone_hh_pop_by_age.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Azone_test_2038.csv
2038,Azone,Age55to64,Household (non-group quarters) population in 55 to 64 year old age group,PRSN,CreateHouseholds,test,azone_hh_pop_by_age.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Azone_test_2038.csv
2038,Azone,Age65Plus,Household (non-group quarters) population in 65 or older age group,PRSN,CreateHouseholds,test,azone_hh_pop_by_age.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Azone_test_2038.csv
2038,Azone,AveHhSize,Average household size of households (non-group quarters),PRSN/HH,CreateHouseholds,test,azone_hhsize_targets.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Azone_test_2038.csv
2038,Azone,Prop1PerHh,Proportion of households (non-group quarters) having only one person,proportion of households,CreateHouseholds,test,azone_hhsize_targets.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Azone_test_2038.csv
2038,Azone,GrpAge0to14,Group quarters population in 0 to 14 year old age group,PRSN,CreateHouseholds,test,azone_gq_pop_by_age.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Azone_test_2038.csv
2038,Azone,GrpAge15to19,Group quarters population in 15 to 19 year old age group,PRSN,CreateHouseholds,test,azone_gq_pop_by_age.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Azone_test_2038.csv
2038,Azone,GrpAge20to29,Group quarters population in 20 to 29 year old age group,PRSN,CreateHouseholds,test,azone_gq_pop_by_age.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Azone_test_2038.csv
2038,Azone,GrpAge30to54,Group quarters population in 30 to 54 year old age group,PRSN,CreateHouseholds,test,azone_gq_pop_by_age.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Azone_test_2038.csv
2038,Azone,GrpAge55to64,Group quarters population in 55 to 64 year old age group,PRSN,CreateHouseholds,test,azone_gq_pop_by_age.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Azone_test_2038.csv
2038,Azone,GrpAge65Plus,Group quarters population in 65 or older age group,PRSN,CreateHouseholds,test,azone_gq_pop_by_age.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Azone_test_2038.csv
2038,Azone,HHIncomePC,Average annual per capita income of households (non-group quarters),USD,PredictIncome,test,azone_per_cap_inc.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Azone_test_2038.csv
2038,Azone,GQIncomePC,Average annual per capita income of group quarters population,USD,PredictIncome,test,azone_per_cap_inc.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Azone_test_2038.csv
2038,Azone,AveVehPerDriver,Average number of household vehicles per licensed driver by Azone,NA/,AssignVehicleOwnership,test,azone_hh_ave_veh_per_driver.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Azone_test_2038.csv
2038,Azone,LtTrkProp,"Proportion of household vehicles that are light trucks (pickup, SUV, van)",proportion,AssignVehicleType,test,azone_hh_lttrk_prop.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Azone_test_2038.csv
2038,Azone,HighCarSvcCost,"Average cost in dollars per mile for travel by high service level car service exclusive of the cost of fuel, road use taxes, and carbon taxes (and any other social costs charged to vehicle use).",USD,CreateVehicleTable,test,azone_carsvc_characteristics.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Azone_test_2038.csv
2038,Azone,LowCarSvcCost,"Average cost in dollars per mile for travel by low service level car service exclusive of the cost of fuel, road use taxes, and carbon taxes (and any other social costs charged to vehicle use).",USD,CreateVehicleTable,test,azone_carsvc_characteristics.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Azone_test_2038.csv
2038,Azone,AveCarSvcVehicleAge,Average age of car service vehicles in years,DAY,CreateVehicleTable,test,azone_carsvc_characteristics.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Azone_test_2038.csv
2038,Azone,LtTrkCarSvcSubProp,The proportion of light-truck owners who would substitute a less-costly car service option for owning their light truck,proportion,CreateVehicleTable,test,azone_carsvc_characteristics.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Azone_test_2038.csv
2038,Azone,AutoCarSvcSubProp,Th proportion of automobile owners who would substitute a less-costly car service option for owning their automobile,proportion,CreateVehicleTable,test,azone_carsvc_characteristics.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Azone_test_2038.csv
2038,Azone,AutoMeanAge,Mean age of automobiles owned or leased by households.,DAY,AssignVehicleAge,test,azone_hh_veh_mean_age.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Azone_test_2038.csv
2038,Azone,LtTrkMeanAge,Mean age of light trucks owned or leased by households.,DAY,AssignVehicleAge,test,azone_hh_veh_mean_age.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Azone_test_2038.csv
2038,Azone,VehOwnFlatRateFee,Annual flat rate tax per vehicle in dollars,USD,CalculateVehicleOwnCost,test,azone_hh_veh_own_taxes.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Azone_test_2038.csv
2038,Azone,VehOwnAdValoremTax,Annual proportion of vehicle value paid in taxes,proportion,CalculateVehicleOwnCost,test,azone_hh_veh_own_taxes.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Azone_test_2038.csv
2038,Azone,PaydHhProp,Proportion of households in the Azone who have pay-as-you-drive insurance for their vehicles,proportion,CalculateVehicleOwnCost,test,azone_payd_insurance_prop.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Azone_test_2038.csv
2038,Azone,PropSovDvmtDiverted,Goals for the proportion of household DVMT in single occupant vehicle tours with round-trip distances of 20 miles or less be diverted to bicycling or other slow speed modes of travel,Proportion,DivertSovTravel,test,azone_prop_sov_dvmt_diverted.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Azone_test_2038.csv
2038,Azone,ElectricityCI,Carbon intensity of electricity at point of consumption (grams CO2e per megajoule),KG/GGE,Initialize,test,azone_electricity_carbon_intensity.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Azone_test_2038.csv
