Group,Table,Name,Description,Units,Module,Scenario,File,InputDir,DisplayUnits,DisplayUnitsFile,DBTable
2038,Region,Scenario,Scenario group indicator,"","",test,"","","","",Region_test_2038.csv
2038,Household,HhId,Unique household ID,ID,CreateHouseholds,test,"","",,None,Household_test_2038.csv
2038,Household,Azone,Azone ID,ID,CreateHouseholds,test,"","",,None,Household_test_2038.csv
2038,Household,Marea,Marea ID,ID,CreateHouseholds,test,"","",,None,Household_test_2038.csv
2038,Household,HhSize,Number of persons,PRSN,CreateHouseholds,test,"","",,None,Household_test_2038.csv
2038,Household,Age0to14,Persons in 0 to 14 year old age group,PRSN,CreateHouseholds,test,"","",,None,Household_test_2038.csv
2038,Household,Age15to19,Persons in 15 to 19 year old age group,PRSN,CreateHouseholds,test,"","",,None,Household_test_2038.csv
2038,Household,Age20to29,Persons in 20 to 29 year old age group,PRSN,CreateHouseholds,test,"","",,None,Household_test_2038.csv
2038,Household,Age30to54,Persons in 30 to 54 year old age group,PRSN,CreateHouseholds,test,"","",,None,Household_test_2038.csv
2038,Household,Age55to64,Persons in 55 to 64 year old age group,PRSN,CreateHouseholds,test,"","",,None,Household_test_2038.csv
2038,Household,Age65Plus,Persons in 65 or older age group,PRSN,CreateHouseholds,test,"","",,None,Household_test_2038.csv
2038,Household,HhType,Coded household age composition (e.g. 2-1-0-2-0-0) or Grp for group quarters,category,CreateHouseholds,test,"","",,None,Household_test_2038.csv
2038,Household,Wkr15to19,Workers in 15 to 19 year old age group,PRSN,PredictWorkers,test,"","",,None,Household_test_2038.csv
2038,Household,Wkr20to29,Workers in 20 to 29 year old age group,PRSN,PredictWorkers,test,"","",,None,Household_test_2038.csv
2038,Household,Wkr30to54,Workers in 30 to 54 year old age group,PRSN,PredictWorkers,test,"","",,None,Household_test_2038.csv
2038,Household,Wkr55to64,Workers in 55 to 64 year old age group,PRSN,PredictWorkers,test,"","",,None,Household_test_2038.csv
2038,Household,Wkr65Plus,Workers in 65 or older age group,PRSN,PredictWorkers,test,"","",,None,Household_test_2038.csv
2038,Household,Workers,Total workers,PRSN,PredictWorkers,test,"","",,None,Household_test_2038.csv
2038,Household,LifeCycle,Household life cycle as defined by 2009 NHTS LIF_CYC variable,category,AssignLifeCycle,test,"","",,None,Household_test_2038.csv
2038,Household,Income,Total annual household (non-qroup & group quarters) income,USD,PredictIncome,test,"","",,None,Household_test_2038.csv
2038,Household,HouseType,"Type of dwelling unit in which the household resides (SF = single family, MF = multi-family, GQ = group quarters",category,PredictHousing,test,"","",,None,Household_test_2038.csv
2038,Household,Bzone,ID of Bzone in which household resides,ID,PredictHousing,test,"","",,None,Household_test_2038.csv
2038,Household,LocType,"Location type (Urban, Town, Rural) of the place where the household resides",category,AssignLocTypes,test,"","",,None,Household_test_2038.csv
2038,Household,IsUrbanMixNbrhd,Flag identifying whether household is (1) or is not (0) in urban mixed-use neighborhood,binary,CalculateUrbanMixMeasure,test,"","",,None,Household_test_2038.csv
2038,Household,FreeParkingSpaces,Number of free parking spaces available to the household,parking spaces,AssignParkingRestrictions,test,"","",,None,Household_test_2038.csv
2038,Household,ParkingUnitCost,Daily cost for long-term parking (e.g. paid on monthly basis),USD,AssignParkingRestrictions,test,"","",,None,Household_test_2038.csv
2038,Household,OtherParkingCost,Daily cost for parking at shopping locations or other locations of paid parking not including work (not adjusted for number of vehicle trips),USD,AssignParkingRestrictions,test,"","",,None,Household_test_2038.csv
2038,Household,IsIMP,"Identifies whether household is participant in travel demand management individualized marketing program (IMP): 1 = yes, 0 = no",binary,AssignDemandManagement,test,"","",,None,Household_test_2038.csv
2038,Household,PropTdmDvmtReduction,Proportional reduction in household DVMT due to participation in travel demand management programs,proportion,AssignDemandManagement,test,"","",,None,Household_test_2038.csv
2038,Household,CarSvcLevel,Level of car service availability. High means access is competitive with household owned car. Low is not competitive.,category,AssignCarSvcAvailability,test,"","",,None,Household_test_2038.csv
2038,Household,Drv15to19,Number of drivers 15 to 19 years old,PRSN,AssignDrivers,test,"","",,None,Household_test_2038.csv
2038,Household,Drv20to29,Number of drivers 20 to 29 years old,PRSN,AssignDrivers,test,"","",,None,Household_test_2038.csv
2038,Household,Drv30to54,Number of drivers 30 to 54 years old,PRSN,AssignDrivers,test,"","",,None,Household_test_2038.csv
2038,Household,Drv55to64,Number of drivers 55 to 64 years old,PRSN,AssignDrivers,test,"","",,None,Household_test_2038.csv
2038,Household,Drv65Plus,Number of drivers 65 or older,PRSN,AssignDrivers,test,"","",,None,Household_test_2038.csv
2038,Household,Drivers,Number of drivers in household,PRSN,AssignDrivers,test,"","",,None,Household_test_2038.csv
2038,Household,DrvAgePersons,Number of people 15 year old or older in the household,PRSN,AssignDrivers,test,"","",,None,Household_test_2038.csv
2038,Household,Vehicles,Number of automobiles and light trucks owned or leased by the household including high level car service vehicles available to driving-age persons,VEH,AssignVehicleOwnership,test,"","",,None,Household_test_2038.csv
2038,Household,NumLtTrk,"Number of light trucks (pickup, sport-utility vehicle, and van) owned or leased by household",VEH,AssignVehicleType,test,"","",,None,Household_test_2038.csv
2038,Household,NumAuto,Number of automobiles (i.e. 4-tire passenger vehicles that are not light trucks) owned or leased by household,VEH,AssignVehicleType,test,"","",,None,Household_test_2038.csv
2038,Household,HasPaydIns,"Identifies whether household has pay-as-you-drive insurance for vehicles: 1 = Yes, 0 = no",binary,CalculateVehicleOwnCost,test,"","",,None,Household_test_2038.csv
2038,Household,OwnCostSavings,"Annual vehicle ownership cost (depreciation, finance, insurance, taxes) savings in dollars resulting from substituting the use of car services for a household vehicle",USD,AdjustVehicleOwnership,test,"","",,None,Household_test_2038.csv
2038,Household,OwnCost,"Annual household vehicle ownership cost (depreciation, finance, insurance, taxes) savings in dollars",USD,AdjustVehicleOwnership,test,"","",,None,Household_test_2038.csv
2038,Household,NumHighCarSvc,Number of high level service car service vehicles available to the household (difference between number of vehicles owned by the household and number of driving age persons for households having availability of high level car services,VEH,AdjustVehicleOwnership,test,"","",,None,Household_test_2038.csv
2038,Household,Dvmt,Average daily vehicle miles traveled by the household in autos or light trucks,MI/DAY,CalculateHouseholdDvmt,test,"","",,None,Household_test_2038.csv
2038,Household,WalkTrips,Average number of walk trips per year by household members,TRIP/DAY,CalculateAltModeTrips,test,"","",,None,Household_test_2038.csv
2038,Household,BikeTrips,Average number of bicycle trips per year by household members,TRIP/DAY,CalculateAltModeTrips,test,"","",,None,Household_test_2038.csv
2038,Household,TransitTrips,Average number of public transit trips per year by household members,TRIP/DAY,CalculateAltModeTrips,test,"","",,None,Household_test_2038.csv
2038,Household,VehicleTrips,Average number of vehicle trips per day by household members,TRIP/DAY,CalculateVehicleTrips,test,"","",,None,Household_test_2038.csv
2038,Household,AveVehTripLen,Average household vehicle trip length in miles,MI,CalculateVehicleTrips,test,"","",,None,Household_test_2038.csv
2038,Household,PropDvmtDiverted,"Proportion of household DVMT diverted to bicycling, electric bikes, or other 'low-speed' travel modes",proportion,DivertSovTravel,test,"","",,None,Household_test_2038.csv
2038,Household,AveTrpLenDiverted,"Average length in miles of vehicle trips diverted to bicycling, electric bikes, or other 'low-speed' travel modes",MI,DivertSovTravel,test,"","",,None,Household_test_2038.csv
2038,Household,SovDvmtProp,Proportion of household DVMT in single-occupant vehicle trips,proportion,DivertSovTravel,test,"","",,None,Household_test_2038.csv
2038,Household,UrbanDvmtProp,Proportion of household DVMT traveled on urban roads in the marea where the household resides,proportion,CalculateRoadDvmt,test,"","",,None,Household_test_2038.csv
2038,Household,IsEcoDrive,Flag identifying whether drivers in household are eco-drivers,binary,AdjustHhVehicleMpgMpkwh,test,"","",,None,Household_test_2038.csv
2038,Household,AveVehCostPM,Average out-of-pocket cost in dollars per mile of vehicle travel,USD,CalculateVehicleOperatingCost,test,"","",,None,Household_test_2038.csv
2038,Household,AveSocEnvCostPM,Average cost in dollars of the social and environmental impacts per mile of vehicle travel,USD,CalculateVehicleOperatingCost,test,"","",,None,Household_test_2038.csv
2038,Household,AveRoadUseTaxPM,Average road use taxes in dollars collected per mile of vehicle travel,USD,CalculateVehicleOperatingCost,test,"","",,None,Household_test_2038.csv
2038,Household,AveGPM,Average gasoline equivalent gallons per mile of household vehicle travel,GGE/MI,CalculateVehicleOperatingCost,test,"","",,None,Household_test_2038.csv
2038,Household,AveKWHPM,Average kilowatt-hours per mile of household vehicle travel,GGE/MI,CalculateVehicleOperatingCost,test,"","",,None,Household_test_2038.csv
2038,Household,AveCO2ePM,Average grams of carbon-dioxide equivalents produced per mile of household vehicle travel,KG/MI,CalculateVehicleOperatingCost,test,"","",,None,Household_test_2038.csv
2038,Household,DailyGGE,Gasoline equivalent gallons consumed per day by household vehicle travel,GGE/DAY,BudgetHouseholdDvmt,test,"","",,None,Household_test_2038.csv
2038,Household,DailyKWH,Kilowatt-hours consumed per day by household vehicle travel,GGE/DAY,BudgetHouseholdDvmt,test,"","",,None,Household_test_2038.csv
2038,Household,DailyCO2e,Grams of carbon-dioxide equivalents produced per day by household vehicle travel,KG/DAY,BudgetHouseholdDvmt,test,"","",,None,Household_test_2038.csv
2038,Household,Global,Global group indicator,"","",test,"","","","",Household_test_2038.csv
2038,Household,Year,Year group indicator,"","",test,"","","","",Household_test_2038.csv
2038,Household,Scenario,Scenario group indicator,"","",test,"","","","",Household_test_2038.csv
2038,Worker,HhId,Unique household ID,ID,LocateEmployment,test,"","",,None,Worker_test_2038.csv
2038,Worker,WkrId,Unique worker ID,ID,LocateEmployment,test,"","",,None,Worker_test_2038.csv
2038,Worker,Bzone,Bzone ID of worker job location,ID,LocateEmployment,test,"","",,None,Worker_test_2038.csv
2038,Worker,Azone,Azone ID of worker job location,ID,LocateEmployment,test,"","",,None,Worker_test_2038.csv
2038,Worker,Marea,Marea ID of worker job location,ID,LocateEmployment,test,"","",,None,Worker_test_2038.csv
2038,Worker,DistanceToWork,Distance from home to work assuming location at Bzone centroid and 'Manhattan' distance,MI,LocateEmployment,test,"","",,None,Worker_test_2038.csv
2038,Worker,PaysForParking,"Does worker pay for parking: 1 = yes, 0 = no",binary,AssignParkingRestrictions,test,"","",,None,Worker_test_2038.csv
2038,Worker,IsCashOut,"Is worker paid parking in cash-out-buy-back program: 1 = yes, 0 = no",binary,AssignParkingRestrictions,test,"","",,None,Worker_test_2038.csv
2038,Worker,ParkingCost,Daily cost for long-term parking (e.g. paid on monthly basis),USD,AssignParkingRestrictions,test,"","",,None,Worker_test_2038.csv
2038,Worker,IsECO,"Identifies whether worker is a participant in travel demand management employee commute options program: 1 = yes, 0 = no",binary,AssignDemandManagement,test,"","",,None,Worker_test_2038.csv
2038,Worker,Global,Global group indicator,"","",test,"","","","",Worker_test_2038.csv
2038,Worker,Year,Year group indicator,"","",test,"","","","",Worker_test_2038.csv
2038,Worker,Scenario,Scenario group indicator,"","",test,"","","","",Worker_test_2038.csv
2038,Vehicle,HhId,Unique household ID,ID,CreateVehicleTable,test,"","",,None,Vehicle_test_2038.csv
2038,Vehicle,VehId,Unique vehicle ID,ID,CreateVehicleTable,test,"","",,None,Vehicle_test_2038.csv
2038,Vehicle,Azone,Azone ID,ID,CreateVehicleTable,test,"","",,None,Vehicle_test_2038.csv
2038,Vehicle,Marea,Marea ID,ID,CreateVehicleTable,test,"","",,None,Vehicle_test_2038.csv
2038,Vehicle,VehicleAccess,"Identifier whether vehicle is owned by household (Own), if vehicle is low level car service (LowCarSvc), or if vehicle is high level car service (HighCarSvc)",category,CreateVehicleTable,test,"","",,None,Vehicle_test_2038.csv
2038,Vehicle,Type,"Vehicle body type: Auto = automobile, LtTrk = light trucks (i.e. pickup, SUV, Van)",category,CreateVehicleTable,test,"","",,None,Vehicle_test_2038.csv
2038,Vehicle,Age,Vehicle age in years,DAY,AssignVehicleAge,test,"","",,None,Vehicle_test_2038.csv
2038,Vehicle,OwnCost,"Annual cost of vehicle ownership including depreciation, financing, insurance, taxes, and residential parking in dollars",USD,CalculateVehicleOwnCost,test,"","",,None,Vehicle_test_2038.csv
2038,Vehicle,OwnCostPerMile,Annual cost of vehicle ownership per mile of vehicle travel (dollars per mile),USD,CalculateVehicleOwnCost,test,"","",,None,Vehicle_test_2038.csv
2038,Vehicle,InsCost,Annual vehicle insurance cost in dollars,USD,CalculateVehicleOwnCost,test,"","",,None,Vehicle_test_2038.csv
2038,Vehicle,SwitchToCarSvc,Identifies whether a vehicle was switched from owned to car service,binary,AdjustVehicleOwnership,test,"","",,None,Vehicle_test_2038.csv
2038,Vehicle,Powertrain,"Vehicle powertrain type: ICEV = internal combustion engine vehicle, HEV = hybrid electric vehicle, PHEV = plug-in hybrid electric vehicle, BEV = battery electric vehicle, NA = not applicable because is a car service vehicle",category,AssignHhVehiclePowertrain,test,"","",,None,Vehicle_test_2038.csv
2038,Vehicle,BatRng,Miles of travel possible on fully charged battery,MI,AssignHhVehiclePowertrain,test,"","",,None,Vehicle_test_2038.csv
2038,Vehicle,MPG,Average miles of vehicle travel powered by fuel per gasoline equivalent gallon,MI/GGE,AssignHhVehiclePowertrain,test,"","",,None,Vehicle_test_2038.csv
2038,Vehicle,GPM,Average gasoline equivalent gallons per mile of vehicle travel powered by fuel,GGE/MI,AssignHhVehiclePowertrain,test,"","",,None,Vehicle_test_2038.csv
2038,Vehicle,MPKWH,Average miles of vehicle travel powered by electricity per kilowatt-hour,MI/GGE,AssignHhVehiclePowertrain,test,"","",,None,Vehicle_test_2038.csv
2038,Vehicle,KWHPM,Average kilowatt-hours per mile of vehicle travel powered by electricity,GGE/MI,AssignHhVehiclePowertrain,test,"","",,None,Vehicle_test_2038.csv
2038,Vehicle,MPGe,Average miles of vehicle travel per gasoline equivalent gallon (fuel and electric powered),MI/GGE,AssignHhVehiclePowertrain,test,"","",,None,Vehicle_test_2038.csv
2038,Vehicle,ElecDvmtProp,Proportion of DVMT powered by electricity,proportion,AssignHhVehiclePowertrain,test,"","",,None,Vehicle_test_2038.csv
2038,Vehicle,FuelCO2ePM,Average grams of carbon-dioxide equivalents produced per mile of travel powered by fuel,KG/MI,AssignHhVehiclePowertrain,test,"","",,None,Vehicle_test_2038.csv
2038,Vehicle,ElecCO2ePM,Average grams of carbon-dioxide equivalents produced per mile of travel powered by electricity,KG/MI,AssignHhVehiclePowertrain,test,"","",,None,Vehicle_test_2038.csv
2038,Vehicle,DvmtProp,Proportion of household DVMT allocated to vehicle,proportion,CalculateVehicleOperatingCost,test,"","",,None,Vehicle_test_2038.csv
2038,Vehicle,Global,Global group indicator,"","",test,"","","","",Vehicle_test_2038.csv
2038,Vehicle,Year,Year group indicator,"","",test,"","","","",Vehicle_test_2038.csv
2038,Vehicle,Scenario,Scenario group indicator,"","",test,"","","","",Vehicle_test_2038.csv
